2025-01-02 22:56:37 |WARN  |pool-2-thread-1 |ZipkinAutoConfiguration.java:165 |org.springframework.cloud.sleuth.autoconfig.zipkin2.ZipkinAutoConfiguration |Check result of the [RestTemplateSender{http://localhost:9411/api/v2/spans}] contains an error [CheckResult{ok=false, error=org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Connection refused: no further information; nested exception is java.net.ConnectException: Connection refused: no further information}]
2025-01-02 23:00:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:01:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:02:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:03:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:04:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:05:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:06:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:07:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:08:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:19 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:29 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:39 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:49 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:09:59 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:10:09 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:10:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:10:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:10:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:10:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:11:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:12:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:13:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:14:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:15:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:16:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:17:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:18:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:19:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:10 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:20 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:30 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:40 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:20:50 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
2025-01-02 23:21:00 |WARN  |main |ElasticsearchClientConfig.java:66 |ljl.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch Failed, Retry in 10 seconds...
